film,filmLabel,genreLabel,countryLabel,duration
http://www.wikidata.org/entity/Q83161,Паутина Шарлотты 2: Великое приключение Уилбура,музыкальный фильм,США,79
http://www.wikidata.org/entity/Q83161,Паутина Шарлотты 2: Великое приключение Уилбура,комедийная драма,США,79
http://www.wikidata.org/entity/Q86791,Рождественская история,драматический фильм,США,96
http://www.wikidata.org/entity/Q86791,Рождественская история,фэнтезийный фильм,США,96
http://www.wikidata.org/entity/Q86791,Рождественская история,мультфильм,США,96
http://www.wikidata.org/entity/Q86791,Рождественская история,комедийная драма,США,96
http://www.wikidata.org/entity/Q86791,Рождественская история,рождественский фильм,США,96
http://www.wikidata.org/entity/Q86791,Рождественская история,фильм о привидениях,США,96
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,комедийный фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,мелодрама,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,постапокалиптика,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,приключенческий фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,научно-фантастический фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,юмористическая научная фантастика,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,романтическая комедия,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,романтический фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,постапокалиптический фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,приключение,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,детский фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,кинофантастика,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,приключенческая фантастика,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,антиутопический фильм,США,98
http://www.wikidata.org/entity/Q104905,ВАЛЛ•И,флешбэк-фильм,США,98
http://www.wikidata.org/entity/Q120367,Подводная братва,комедийный фильм,США,90
http://www.wikidata.org/entity/Q120367,Подводная братва,приключенческий фильм,США,90
http://www.wikidata.org/entity/Q120367,Подводная братва,криминальный фильм,США,90
http://www.wikidata.org/entity/Q120367,Подводная братва,семейный фильм,США,90
http://www.wikidata.org/entity/Q120367,Подводная братва,детский фильм,США,90
http://www.wikidata.org/entity/Q126796,Храбрая сердцем,фэнтезийный фильм,США,94
http://www.wikidata.org/entity/Q126796,Храбрая сердцем,комедийная драма,США,94
http://www.wikidata.org/entity/Q126796,Храбрая сердцем,фильм о взрослении,США,94
http://www.wikidata.org/entity/Q126800,Делай ноги,комедийный фильм,США,108
http://www.wikidata.org/entity/Q126800,Делай ноги,приключенческий фильм,США,108
http://www.wikidata.org/entity/Q126800,Делай ноги,бадди-муви,США,108
http://www.wikidata.org/entity/Q126800,Делай ноги,музыкальный фильм,США,108
http://www.wikidata.org/entity/Q126800,Делай ноги,семейный фильм,США,108
http://www.wikidata.org/entity/Q126800,Делай ноги,комедийный фильм,Австралия,108
http://www.wikidata.org/entity/Q126800,Делай ноги,приключенческий фильм,Австралия,108
http://www.wikidata.org/entity/Q126800,Делай ноги,бадди-муви,Австралия,108
http://www.wikidata.org/entity/Q126800,Делай ноги,музыкальный фильм,Австралия,108
http://www.wikidata.org/entity/Q126800,Делай ноги,семейный фильм,Австралия,108
http://www.wikidata.org/entity/Q129161,Бэтмен: Год первый (мультфильм),триллер,США,64
http://www.wikidata.org/entity/Q129161,Бэтмен: Год первый (мультфильм),боевик,США,64
http://www.wikidata.org/entity/Q129161,Бэтмен: Год первый (мультфильм),супергеройский фильм,США,64
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,комедийный фильм,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,боевик,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,приключенческий фильм,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,уся,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,семейный фильм,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,фильм о кунгфу,США,92
http://www.wikidata.org/entity/Q129193,Кунг-фу панда,флешбэк-фильм,США,92
http://www.wikidata.org/entity/Q132863,В поисках Немо,комедийный фильм,США,100
http://www.wikidata.org/entity/Q132863,В поисках Немо,приключенческий фильм,США,100
http://www.wikidata.org/entity/Q132863,В поисках Немо,семейный фильм,США,100
http://www.wikidata.org/entity/Q132863,В поисках Немо,детский фильм,США,100
http://www.wikidata.org/entity/Q134430,Белоснежка и семь гномов,фэнтезийный фильм,США,83
http://www.wikidata.org/entity/Q134430,Белоснежка и семь гномов,музыкальный фильм,США,83
http://www.wikidata.org/entity/Q134430,Белоснежка и семь гномов,романтический фильм,США,83
http://www.wikidata.org/entity/Q134430,Белоснежка и семь гномов,фильм-сказка,США,83
http://www.wikidata.org/entity/Q135574,Q135574,фэнтезийный фильм,США,100
http://www.wikidata.org/entity/Q135574,Q135574,комедийный фильм,США,100
http://www.wikidata.org/entity/Q136625,Хранители снов,фэнтезийный фильм,США,97
http://www.wikidata.org/entity/Q136625,Хранители снов,приключенческий фильм,США,97
http://www.wikidata.org/entity/Q136625,Хранители снов,рождественский фильм,США,97
http://www.wikidata.org/entity/Q136625,Хранители снов,экранизация книги,США,97
http://www.wikidata.org/entity/Q138026,Балбесы 3D,комедия,Дания,75
http://www.wikidata.org/entity/Q138026,Балбесы 3D,комедийный фильм,Дания,75
http://www.wikidata.org/entity/Q138026,Балбесы 3D,мультфильм,Дания,75
http://www.wikidata.org/entity/Q138026,Балбесы 3D,криминальный фильм,Дания,75
http://www.wikidata.org/entity/Q138718,Барби: Лебединое озеро,фэнтезийный фильм,США,81
http://www.wikidata.org/entity/Q142600,Дон Кихот,фэнтезийный фильм,Испания,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,комедийный фильм,Испания,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,боевик,Испания,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,экранизация романа,Испания,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,фэнтезийный фильм,Италия,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,комедийный фильм,Италия,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,боевик,Италия,90
http://www.wikidata.org/entity/Q142600,Дон Кихот,экранизация романа,Италия,90
http://www.wikidata.org/entity/Q142637,Q142637,фэнтезийный фильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийный фильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,мультфильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,приключенческий фильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийная драма,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,семейный фильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,детский фильм,Ирландия,80
http://www.wikidata.org/entity/Q142637,Q142637,фэнтезийный фильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийный фильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,мультфильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,приключенческий фильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийная драма,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,семейный фильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,детский фильм,Дания,80
http://www.wikidata.org/entity/Q142637,Q142637,фэнтезийный фильм,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийный фильм,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,мультфильм,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,приключенческий фильм,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,комедийная драма,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,семейный фильм,Германия,80
http://www.wikidata.org/entity/Q142637,Q142637,детский фильм,Германия,80
http://www.wikidata.org/entity/Q151638,Вселенский потоп,семейный фильм,Франция,91
http://www.wikidata.org/entity/Q4447,Гадкий я,комедийный фильм,США,95
http://www.wikidata.org/entity/Q4447,Гадкий я,семейный фильм,США,95
http://www.wikidata.org/entity/Q4447,Гадкий я,комедийный фильм,Франция,95
http://www.wikidata.org/entity/Q4447,Гадкий я,семейный фильм,Франция,95
http://www.wikidata.org/entity/Q19090,Робин Гуд,фэнтезийный фильм,США,83
http://www.wikidata.org/entity/Q19090,Робин Гуд,комедийный фильм,США,83
http://www.wikidata.org/entity/Q19090,Робин Гуд,бадди-муви,США,83
http://www.wikidata.org/entity/Q19090,Робин Гуд,музыкальный фильм,США,83
http://www.wikidata.org/entity/Q19090,Робин Гуд,семейный фильм,США,83
http://www.wikidata.org/entity/Q25733,Барби и Щелкунчик,фэнтезийный фильм,США,78
http://www.wikidata.org/entity/Q25733,Барби и Щелкунчик,приключенческий фильм,США,78
http://www.wikidata.org/entity/Q25733,Барби и Щелкунчик,детский фильм,США,78
http://www.wikidata.org/entity/Q25733,Барби и Щелкунчик,рождественский фильм,США,78
http://www.wikidata.org/entity/Q28891,Ральф,фэнтезийный фильм,США,101
http://www.wikidata.org/entity/Q28891,Ральф,комедийный фильм,США,101
http://www.wikidata.org/entity/Q28891,Ральф,приключенческий фильм,США,101
http://www.wikidata.org/entity/Q28891,Ральф,научно-фантастический фильм,США,101
http://www.wikidata.org/entity/Q28891,Ральф,комедийная драма,США,101
http://www.wikidata.org/entity/Q28891,Ральф,семейный фильм,США,101
http://www.wikidata.org/entity/Q28891,Ральф,кроссовер,США,101
http://www.wikidata.org/entity/Q29355,Белка и Стрелка. Звёздные собаки,комедийный фильм,Россия,85
http://www.wikidata.org/entity/Q29355,Белка и Стрелка. Звёздные собаки,мультфильм,Россия,85
http://www.wikidata.org/entity/Q29355,Белка и Стрелка. Звёздные собаки,приключенческий фильм,Россия,85
http://www.wikidata.org/entity/Q30568,Барби и дракон,фэнтезийный фильм,США,84
http://www.wikidata.org/entity/Q30937,Фантазия 2000,фэнтезийный фильм,США,75
http://www.wikidata.org/entity/Q30937,Фантазия 2000,комедийный фильм,США,75
http://www.wikidata.org/entity/Q30937,Фантазия 2000,музыкальный фильм,США,75
http://www.wikidata.org/entity/Q35951,Ледниковый период 4: Континентальный дрейф,фэнтезийный фильм,США,88
http://www.wikidata.org/entity/Q35951,Ледниковый период 4: Континентальный дрейф,комедийный фильм,США,88
http://www.wikidata.org/entity/Q35951,Ледниковый период 4: Континентальный дрейф,приключенческий фильм,США,88
http://www.wikidata.org/entity/Q35951,Ледниковый период 4: Континентальный дрейф,подростковый фильм,США,88
http://www.wikidata.org/entity/Q35951,Ледниковый период 4: Континентальный дрейф,семейный фильм,США,88
http://www.wikidata.org/entity/Q36092,Лило и Стич,комедийный фильм,США,85
http://www.wikidata.org/entity/Q36092,Лило и Стич,научно-фантастический фильм,США,85
http://www.wikidata.org/entity/Q36092,Лило и Стич,бадди-муви,США,85
http://www.wikidata.org/entity/Q36092,Лило и Стич,комедийная драма,США,85
http://www.wikidata.org/entity/Q36479,Король Лев,драматический фильм,США,88
http://www.wikidata.org/entity/Q36479,Король Лев,приключенческий фильм,США,88
http://www.wikidata.org/entity/Q36479,Король Лев,музыкальный фильм,США,88
http://www.wikidata.org/entity/Q36479,Король Лев,семейный фильм,США,88
http://www.wikidata.org/entity/Q37785,Паутина Шарлотты,бадди-муви,США,94
http://www.wikidata.org/entity/Q37785,Паутина Шарлотты,музыкальный фильм,США,94
http://www.wikidata.org/entity/Q37785,Паутина Шарлотты,экранизация романа,США,94
http://www.wikidata.org/entity/Q39571,Мой сосед Тоторо,фэнтезийный фильм,Япония,86
http://www.wikidata.org/entity/Q39571,Мой сосед Тоторо,детский фильм,Япония,86
http://www.wikidata.org/entity/Q39571,Мой сосед Тоторо,аниме или манга в жанре драма,Япония,86
http://www.wikidata.org/entity/Q39571,Мой сосед Тоторо,фэнтезийная манга или аниме,Япония,86
http://www.wikidata.org/entity/Q39571,Мой сосед Тоторо,Q104623124,Япония,86
http://www.wikidata.org/entity/Q39722,Спасатели,фэнтезийный фильм,США,76
http://www.wikidata.org/entity/Q39722,Спасатели,приключенческий фильм,США,76
http://www.wikidata.org/entity/Q39722,Спасатели,бадди-муви,США,76
http://www.wikidata.org/entity/Q39722,Спасатели,музыкальный фильм,США,76
http://www.wikidata.org/entity/Q39722,Спасатели,комедийная драма,США,76
http://www.wikidata.org/entity/Q39722,Спасатели,фильм о взрослении,США,76
http://www.wikidata.org/entity/Q40302,Лис и пёс,драматический фильм,США,83
http://www.wikidata.org/entity/Q40302,Лис и пёс,бадди-муви,США,83
http://www.wikidata.org/entity/Q40302,Лис и пёс,комедийная драма,США,83
http://www.wikidata.org/entity/Q40302,Лис и пёс,семейный фильм,США,83
http://www.wikidata.org/entity/Q40302,Лис и пёс,фильм о взрослении,США,83
http://www.wikidata.org/entity/Q40895,Дамбо,мюзикл,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,фэнтезийный фильм,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,мелодрама,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,бадди-муви,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,музыкальный фильм,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,семейный фильм,США,64
http://www.wikidata.org/entity/Q40895,Дамбо,экранизация литературного произведения,США,64
http://www.wikidata.org/entity/Q43051,Бэмби,драматический фильм,США,69
http://www.wikidata.org/entity/Q43051,Бэмби,фэнтезийный фильм,США,69
http://www.wikidata.org/entity/Q43051,Бэмби,музыкальный фильм,США,69
http://www.wikidata.org/entity/Q43051,Бэмби,детский фильм,США,69
http://www.wikidata.org/entity/Q43051,Бэмби,фильм о взрослении,США,69
http://www.wikidata.org/entity/Q44817,Вук,драматический фильм,Венгрия,76
http://www.wikidata.org/entity/Q44817,Вук,фэнтезийный фильм,Венгрия,76
http://www.wikidata.org/entity/Q44817,Вук,детский фильм,Венгрия,76
http://www.wikidata.org/entity/Q44817,Вук,экранизация литературного произведения,Венгрия,76
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,фэнтезийный фильм,Канада,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,музыкальный фильм,Канада,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,рождественский фильм,Канада,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,фильм о взрослении,Канада,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,фэнтезийный фильм,США,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,музыкальный фильм,США,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,рождественский фильм,США,75
http://www.wikidata.org/entity/Q45847,Принц Щелкунчик,фильм о взрослении,США,75
http://www.wikidata.org/entity/Q59781,Титан: После гибели Земли,боевик,США,96
http://www.wikidata.org/entity/Q59781,Титан: После гибели Земли,приключенческий фильм,США,96
http://www.wikidata.org/entity/Q59781,Титан: После гибели Земли,научно-фантастический фильм,США,96
http://www.wikidata.org/entity/Q59781,Титан: После гибели Земли,антиутопический фильм,США,96
http://www.wikidata.org/entity/Q62340,Кикос,комедийный фильм,СССР,8
http://www.wikidata.org/entity/Q62340,Кикос,семейный фильм,СССР,8
http://www.wikidata.org/entity/Q62340,Кикос,притча,СССР,8
http://www.wikidata.org/entity/Q62350,Смешарики. Начало,комедийный фильм,Россия,90
http://www.wikidata.org/entity/Q62350,Смешарики. Начало,приключенческий фильм,Россия,90
http://www.wikidata.org/entity/Q62375,Охотники,комедия,СССР,9.35
http://www.wikidata.org/entity/Q62433,"В синем море, в белой пене…",фильм-сказка,СССР,7.46
http://www.wikidata.org/entity/Q74229,Хоббит,фэнтезийный фильм,США,77
http://www.wikidata.org/entity/Q74229,Хоббит,музыкальный фильм,США,77
http://www.wikidata.org/entity/Q74229,Хоббит,детский фильм,США,77
http://www.wikidata.org/entity/Q74229,Хоббит,фильм меча и колдовства,США,77
http://www.wikidata.org/entity/Q75682,Q75682,фэнтезийный фильм,Япония,85
http://www.wikidata.org/entity/Q75682,Q75682,боевик,Япония,85
http://www.wikidata.org/entity/Q167206,Помпоко: Война тануки,комедийный фильм,Япония,118
http://www.wikidata.org/entity/Q167206,Помпоко: Война тануки,комедийная драма,Япония,118
http://www.wikidata.org/entity/Q167206,Помпоко: Война тануки,аниме или манга в жанре драма,Япония,118
http://www.wikidata.org/entity/Q167206,Помпоко: Война тануки,фэнтезийная манга или аниме,Япония,118
http://www.wikidata.org/entity/Q167206,Помпоко: Война тануки,фэнтезийное аниме,Япония,118
http://www.wikidata.org/entity/Q170035,Рататуй,бадди-муви,США,111
http://www.wikidata.org/entity/Q170035,Рататуй,комедийная драма,США,111
http://www.wikidata.org/entity/Q170035,Рататуй,флешбэк-фильм,США,111
http://www.wikidata.org/entity/Q170035,Рататуй,фильм о взрослении,США,111
http://www.wikidata.org/entity/Q171048,История игрушек,фэнтезийный фильм,США,81
http://www.wikidata.org/entity/Q171048,История игрушек,комедийный фильм,США,81
http://www.wikidata.org/entity/Q171048,История игрушек,приключенческий фильм,США,81
http://www.wikidata.org/entity/Q171048,История игрушек,бадди-муви,США,81
http://www.wikidata.org/entity/Q171300,Принцесса и лягушка,фэнтезийный фильм,США,91
http://www.wikidata.org/entity/Q171300,Принцесса и лягушка,бадди-муви,США,91
http://www.wikidata.org/entity/Q171300,Принцесса и лягушка,музыкальный фильм,США,91
http://www.wikidata.org/entity/Q171300,Принцесса и лягушка,комедийная драма,США,91
http://www.wikidata.org/entity/Q171300,Принцесса и лягушка,романтическая комедия,США,91
http://www.wikidata.org/entity/Q172284,Леди и Бродяга,фэнтезийный фильм,США,75
http://www.wikidata.org/entity/Q172284,Леди и Бродяга,музыкальный фильм,США,75
http://www.wikidata.org/entity/Q172284,Леди и Бродяга,романтическая комедия,США,75
http://www.wikidata.org/entity/Q172284,Леди и Бродяга,рисованный мультфильм,США,75
http://www.wikidata.org/entity/Q174374,Секрет крыс,фэнтезийный фильм,США,82
http://www.wikidata.org/entity/Q174374,Секрет крыс,приключенческий фильм,США,82
http://www.wikidata.org/entity/Q174374,Секрет крыс,тёмное фэнтези,США,82
http://www.wikidata.org/entity/Q174374,Секрет крыс,экранизация литературного произведения,США,82
http://www.wikidata.org/entity/Q174555,Мадагаскар,комедийный фильм,США,86
http://www.wikidata.org/entity/Q174555,Мадагаскар,приключенческий фильм,США,86
http://www.wikidata.org/entity/Q174555,Мадагаскар,бадди-муви,США,86
http://www.wikidata.org/entity/Q174555,Мадагаскар,детский фильм,США,86
http://www.wikidata.org/entity/Q174555,Мадагаскар,фильм-выживание,США,86
http://www.wikidata.org/entity/Q174811,Вверх,фэнтезийный фильм,США,96
http://www.wikidata.org/entity/Q174811,Вверх,комедийный фильм,США,96
http://www.wikidata.org/entity/Q174811,Вверх,приключенческий фильм,США,96
http://www.wikidata.org/entity/Q176198,Последний единорог,фэнтезийный фильм,США,89
http://www.wikidata.org/entity/Q176198,Последний единорог,детский фильм,США,89
http://www.wikidata.org/entity/Q176198,Последний единорог,экранизация романа,США,89
http://www.wikidata.org/entity/Q177145,Старик и море,драматический фильм,Канада,20
http://www.wikidata.org/entity/Q177145,Старик и море,экранизация романа,Канада,20
http://www.wikidata.org/entity/Q177145,Старик и море,драматический фильм,Япония,20
http://www.wikidata.org/entity/Q177145,Старик и море,экранизация романа,Япония,20
http://www.wikidata.org/entity/Q177145,Старик и море,драматический фильм,Россия,20
http://www.wikidata.org/entity/Q177145,Старик и море,экранизация романа,Россия,20
http://www.wikidata.org/entity/Q179411,Q179411,рождественский фильм,США,61
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,фэнтезийный фильм,США,94
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,комедийный фильм,США,94
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,приключенческий фильм,США,94
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,подростковый фильм,США,94
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,семейный фильм,США,94
http://www.wikidata.org/entity/Q179503,Ледниковый период 3: Эра динозавров,флешбэк-фильм,США,94
http://www.wikidata.org/entity/Q179673,Красавица и Чудовище,музыкальный фильм,США,84
http://www.wikidata.org/entity/Q179673,Красавица и Чудовище,комедийная драма,США,84
http://www.wikidata.org/entity/Q179673,Красавица и Чудовище,романтическое фэнтези,США,84
http://www.wikidata.org/entity/Q179673,Красавица и Чудовище,романтический фильм,США,84
http://www.wikidata.org/entity/Q179673,Красавица и Чудовище,фильм-сказка,США,84
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Ирландия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Ирландия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Ирландия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Дания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Дания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Дания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Франция,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Франция,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Франция,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Великобритания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Великобритания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Великобритания,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Германия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Германия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Германия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,комедийный фильм,Исландия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,мультфильм,Исландия,90
http://www.wikidata.org/entity/Q180424,Гадкий утёнок и я,семейный фильм,Исландия,90
http://www.wikidata.org/entity/Q182153,Тачки,комедийный фильм,США,116
http://www.wikidata.org/entity/Q182153,Тачки,бадди-муви,США,116
http://www.wikidata.org/entity/Q182153,Тачки,флешбэк-фильм,США,116
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,комедийный фильм,США,83
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,комедийный фильм,США,87
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,боевик,США,83
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,боевик,США,87
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,мультфильм,США,83
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,мультфильм,США,87
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,приключенческий фильм,США,83
http://www.wikidata.org/entity/Q182254,Симпсоны в кино,приключенческий фильм,США,87
http://www.wikidata.org/entity/Q184701,Коты-Аристократы,фэнтезийный фильм,США,78
http://www.wikidata.org/entity/Q184701,Коты-Аристократы,музыкальный фильм,США,78
http://www.wikidata.org/entity/Q184701,Коты-Аристократы,романтическая комедия,США,78
http://www.wikidata.org/entity/Q184701,Коты-Аристократы,детский фильм,США,78
http://www.wikidata.org/entity/Q187266,История игрушек 2,фэнтезийный фильм,США,92
http://www.wikidata.org/entity/Q187266,История игрушек 2,комедийный фильм,США,92
http://www.wikidata.org/entity/Q187266,История игрушек 2,бадди-муви,США,92
http://www.wikidata.org/entity/Q187266,История игрушек 2,флешбэк-фильм,США,92
http://www.wikidata.org/entity/Q187278,История игрушек: Большой побег,комедийный фильм,США,103
http://www.wikidata.org/entity/Q187278,История игрушек: Большой побег,бадди-муви,США,103
http://www.wikidata.org/entity/Q187278,История игрушек: Большой побег,комедийная драма,США,103
http://www.wikidata.org/entity/Q187278,История игрушек: Большой побег,флешбэк-фильм,США,103
http://www.wikidata.org/entity/Q187726,Корпорация монстров,фэнтезийный фильм,США,92
http://www.wikidata.org/entity/Q187726,Корпорация монстров,комедийный фильм,США,92
http://www.wikidata.org/entity/Q187726,Корпорация монстров,бадди-муви,США,92
http://www.wikidata.org/entity/Q187726,Корпорация монстров,фильм о монстрах,США,92
http://www.wikidata.org/entity/Q537407,Мулан,фэнтезийный фильм,США,88
http://www.wikidata.org/entity/Q537407,Мулан,приключенческий фильм,США,88
http://www.wikidata.org/entity/Q537407,Мулан,музыкальный фильм,США,88
http://www.wikidata.org/entity/Q537407,Мулан,комедийная драма,США,88
http://www.wikidata.org/entity/Q537407,Мулан,фильм о боевых искусствах,США,88
http://www.wikidata.org/entity/Q537407,Мулан,семейный фильм,США,88
http://www.wikidata.org/entity/Q543486,Q543486,комедийный фильм,Бельгия,71
http://www.wikidata.org/entity/Q543486,Q543486,вестерн,Бельгия,71
http://www.wikidata.org/entity/Q543486,Q543486,мультфильм,Бельгия,71
http://www.wikidata.org/entity/Q543486,Q543486,комедийный фильм,Франция,71
http://www.wikidata.org/entity/Q543486,Q543486,вестерн,Франция,71
http://www.wikidata.org/entity/Q543486,Q543486,мультфильм,Франция,71
http://www.wikidata.org/entity/Q550571,Феи,сказка,США,78
http://www.wikidata.org/entity/Q550571,Феи,приключенческий фильм,США,78
http://www.wikidata.org/entity/Q550571,Феи,семейный фильм,США,78
http://www.wikidata.org/entity/Q559071,Наруто: Путь ниндзя,боевик,Япония,109
http://www.wikidata.org/entity/Q559071,Наруто: Путь ниндзя,приключенческий фильм,Япония,109
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Ирландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Ирландия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Ирландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Ирландия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Ирландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Ирландия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Германия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Германия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Германия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Германия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Германия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Германия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Исландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,комедийный фильм,Исландия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Исландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,приключенческий фильм,Исландия,86
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Исландия,83
http://www.wikidata.org/entity/Q559376,Тор: Легенда викингов,семейный фильм,Исландия,86
http://www.wikidata.org/entity/Q559380,Цирк! Цирк! Цирк!,мультфильм,Дания,84
http://www.wikidata.org/entity/Q559380,Цирк! Цирк! Цирк!,семейный фильм,Дания,84
http://www.wikidata.org/entity/Q562118,Наживка для акулы,детский фильм,США,76
http://www.wikidata.org/entity/Q562118,Наживка для акулы,детский фильм,Республика Корея,76
